Ticker	Market Cap	Dividend	ROA	ROE	ROIC	Curr R	Quick R	LTDebt/Eq	Debt/Eq	Gross M	Oper M	Profit M	Earnings	Price	Change	Volume	Company	Sector	Industry	Country	P/E	Beta	ATR	SMA20	SMA50	SMA200	52W High	52W Low	RSI	Change from Open	Gap	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS This Y	EPS Next Y	EPS Past 5Y	EPS Next 5Y	Sales Past 5Y	Price_Over_15	Market_Cap_Over_500m	Avg_Volume_Over_100k	Price_Above_SMA50	Price_Above_SMA200	Pct_Above_Low_Over_30%	Pct_Below_High_Under_20%	EPS_This_Y_Positive	EPS_Next_Y_Positive	EPS_Past_5Y_Positive	EPS_Next_5Y_Positive	Sales_Past_5Y_Positive	Run_Day	Investor_Score
KGC	33610000000.0	0.0044	0.1384	0.2205	17.40%	2.74	1.35	0.16	0.16	0.41200000000000003	0.38659999999999994	0.2518	Nov 05/a	27.58	0.0253	14150487.0	Kinross Gold Corp	Basic Materials	Gold	Canada	22.22	0.6	0.88	0.1081	0.2304	0.7619	0.004699999999999999	2.0661	74.87	0.0151	0.01	13.82	0.55	5.53	4.45	29.25	17.59	1.2481	0.305	0.06280000000000001	0.40270000000000006	0.08039999999999999	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-10-17	100
MU	227330000000.0	0.0026	0.11220000000000001	0.172	12.40%	2.52	1.79	0.27	0.28	0.4006	0.2667	0.2284	Sep 23/a	202.53	0.0552	41847178.0	Micron Technology Inc	Technology	Semiconductors	USA	26.71	1.58	8.6	0.13269999999999998	0.3557	0.8256	0.0076	2.291	69.46	0.0126	0.042	10.66	0.84	6.08	4.2	22.05	136.29	1.0027	0.14429999999999998	0.2619	0.3191	0.1176	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-10-17	90
EGO	6270000000.0		0.0726	0.1082	7.80%	3.11	2.53	0.29	0.29	0.4036	0.37270000000000003	0.2601	Oct 30/a	30.85	0.0572	4207953.0	Eldorado Gold Corp	Basic Materials	Gold	Canada	15.5	0.5	1.06	0.0717	0.1723	0.5456	0.028300000000000002	1.3213	66.88	0.0436	0.013000000000000001	7.86	0.41	3.97	1.53	5.81		0.0683	1.3415000000000001	0.2281	0.3761	0.1653	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-10-17	90
GIL	9020000000.0	0.0148	0.1257	0.297	14.40%	3.87	1.67	1.37	1.39	0.3081	0.2132	0.14550000000000002	Oct 29/b	60.52	0.003	1082756.0	Gildan Activewear Inc	Consumer Cyclical	Apparel Manufacturing	Canada	19.24	1.21	1.37	0.0239	0.0754	0.20129999999999998	-0.0275	0.6286	62.35	-0.0007000000000000001	0.0036	13.51	0.88	2.7	6.37	104.87	29.6	0.1566	0.29059999999999997	0.1409	0.21850000000000003	0.0294	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-10-17	90
APP	204870000000.0	0.0001	0.4241	2.403	49.65%	2.74	2.74	3.01	3.01	0.7951999999999999	0.5629	0.4371	Nov 05/a	605.68	0.005600000000000001	3530785.0	Applovin Corp	Communication Services	Advertising Agencies	USA	89.98	2.55	34.96	-0.053899999999999997	0.09609999999999999	0.5446	-0.1877	3.3449	50.69	-0.0116	0.0174	42.72	1.5	38.55	175.81	171.78	71.86	1.0473999999999999	0.5287	0.8428	0.5985	0.3649	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-10-17	90
NVDA	4417980000000.0	0.0002	0.7665000000000001	1.0942	78.42%	4.21	3.6	0.1	0.11	0.6984999999999999	0.5809000000000001	0.5241	Aug 27/a	181.81	0.011000000000000001	178653144.0	NVIDIA Corp	Technology	Semiconductors	USA	51.75	2.12	5.98	-0.009000000000000001	0.0127	0.2511	-0.0706	1.0989	49.9	-0.0025	0.013500000000000002	28.14	1.42	26.74	44.21	77.79	61.34	0.5124	0.4286	0.9183	0.3632	0.6424	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-10-17	90
LLY	775510000000.0	0.0070999999999999995	0.1597	0.867	26.31%	1.28	1.0	1.87	2.18	0.8264	0.4213	0.2591	Oct 30/b	819.38	-0.0087	2034357.0	Lilly(Eli) & Co	Healthcare	Drug Manufacturers - General	USA	54.33	0.41	21.14	0.03	0.09570000000000001	0.0421	-0.1242	0.3136	58.13	-0.0069	-0.0018	27.13	1.31	14.56	42.46	218.7	158.76	0.7456999999999999	0.3317	0.1877	0.4143	0.1508	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-10-17	90
RYAAY	32540000000.0	0.0172	0.1143	0.2712	25.81%	0.66	0.66	0.03	0.31	0.2071	0.1474	0.1442	Nov 03/b	61.62	0.0138	625020.0	Ryanair Holdings Plc ADR	Industrials	Airlines	Ireland	14.67	1.39	1.25	0.041100000000000005	0.006500000000000001	0.16149999999999998	-0.0828	0.5997	57.28	0.0016	0.012199999999999999	11.33	0.66	2.03	3.76	6.34	14.33	0.45539999999999997	0.1408	0.1941	0.2217	0.0967	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-10-17	90
PFSI	6070000000.0	0.0102	0.0169	0.1005	4.03%	0.09	0.09	1.38	3.37	0.8804000000000001	0.31920000000000004	0.1003	Oct 21/a	117.43	-0.011899999999999999	288944.0	PennyMac Financial Services Inc	Financial	Mortgage Finance	USA	16.28	1.57	3.09	-0.0285	0.015	0.1336	-0.0968	0.3696	46.9	-0.0092	-0.0028000000000000004	8.44	0.38	1.58	1.5	9.72		0.5914	0.4965	0.036000000000000004	0.4303	0.1208	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-10-17	85
CPA	5150000000.0	0.0518	0.11199999999999999	0.266	14.73%	1.04	0.93	0.69	0.8	0.3182	0.2212	0.18359999999999999	Aug 06/a	125.07	-0.0187	165961.0	Copa Holdings S.A	Industrials	Airlines	Panama	8.1	1.28	3.39	0.0301	0.053399999999999996	0.2107	-0.0379	0.5153	59.31	-0.021	0.0024	6.94	0.74	1.48	2.01	5.15		0.1166	0.10769999999999999	0.20379999999999998	0.1093	0.049400000000000006	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-10-17	85
