Ticker	Market Cap	Dividend	ROA	ROE	ROIC	Curr R	Quick R	LTDebt/Eq	Debt/Eq	Gross M	Oper M	Profit M	Earnings	Price	Change	Volume	Company	Sector	Industry	Country	P/E	Beta	ATR	SMA20	SMA50	SMA200	52W High	52W Low	RSI	Change from Open	Gap	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS This Y	EPS Next Y	EPS Past 5Y	EPS Next 5Y	Sales Past 5Y	Price_Over_15	Market_Cap_Over_500m	Avg_Volume_Over_100k	Price_Above_SMA50	Price_Above_SMA200	Pct_Above_Low_Over_30%	Pct_Below_High_Under_20%	EPS_This_Y_Positive	EPS_Next_Y_Positive	EPS_Past_5Y_Positive	EPS_Next_5Y_Positive	Sales_Past_5Y_Positive	Run_Day	Investor_Score
APP	222080000000.0	0.0001	0.4722	2.3071	54.63%	3.25	3.25	2.38	2.38	0.8206	0.6413	0.49340000000000006	Nov 05/a	657.13	-0.0298	2985692.0	Applovin Corp	Communication Services	Advertising Agencies	USA	82.82	2.49	33.64	0.0347	0.07200000000000001	0.4758	-0.11869999999999999	2.2775	53.41	-0.0404	0.0111	44.65	0.72	40.23	150.93	133.23	66.22	1.0788	0.5627	0.8428	0.6238	0.3649	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-12-17	100
EXEL	11260000000.0		0.23440000000000003	0.3056	29.01%	3.75	3.68	0.08	0.08	0.9662999999999999	0.35850000000000004	0.2963	Nov 04/a	42.0	0.0096	2116735.0	Exelixis Inc	Healthcare	Biotechnology	USA	17.68	0.41	1.17	-0.0143	0.0296	0.049699999999999994	-0.1536	0.3166	50.43	0.008199999999999999	0.0014000000000000002	13.02	0.39	4.92	5.21	11.39	14.44	0.6453	0.11359999999999999	0.1155	0.33490000000000003	0.1751	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-12-17	100
KGC	33729999999.999996	0.0045000000000000005	0.1537	0.2409	19.09%	2.83	1.68	0.16	0.16	0.4301	0.4007	0.273	Nov 04/a	27.94	0.004699999999999999	7716408.0	Kinross Gold Corp	Basic Materials	Gold	Canada	19.5	0.75	1.09	0.0341	0.09369999999999999	0.4855	-0.0441	2.1062	58.94	0.0	0.004699999999999999	11.3	0.2	5.23	4.25	19.43	15.41	1.5483000000000002	0.4265	0.06280000000000001	0.562	0.08039999999999999	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-12-17	100
LLY	984890000000.0	0.005600000000000001	0.19329999999999997	0.9682	28.47%	1.55	1.24	1.72	1.79	0.8303	0.44409999999999994	0.3099	Oct 30/b	1041.79	-0.011899999999999999	3584735.0	Lilly(Eli) & Co	Healthcare	Drug Manufacturers - General	USA	51.52	0.35	29.73	-0.0004	0.0999	0.2758	-0.06309999999999999	0.6701	58.32	-0.0212	0.0095	32.05	0.7	16.58	41.41	99.35	106.22	0.8301999999999999	0.36719999999999997	0.1877	0.45520000000000005	0.1508	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-12-17	100
EVR	12920000000.0	0.01	0.1323	0.3139	18.65%	2.71	2.71	0.57	0.63	0.9890000000000001	0.20079999999999998	0.1483	Oct 29/b	334.02	-0.0095	326753.0	Evercore Inc	Financial	Capital Markets	USA	26.64	1.56	11.25	0.0285	0.0562	0.2137	-0.0834	1.2473	57.92	-0.0176	0.008199999999999999	18.97	0.56	3.63	7.12	5.35	12.47	0.4387	0.2991	0.056900000000000006	0.34020000000000006	0.08109999999999999	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-12-17	95
FHI	4090000000.0	0.0254	0.1725	0.3206	22.33%	3.13	3.13	0.37	0.39	0.7529	0.2893	0.20800000000000002	Oct 30/a	52.76	0.0127	552500.0	Federated Hermes Inc	Financial	Asset Management	USA	11.03	0.74	1.08	0.045700000000000005	0.0506	0.1325	-0.0305	0.5053	65.81	0.0101	0.0025	10.22	0.51	2.34	3.45	6.32	15.79	0.5336	0.042300000000000004	0.0377	0.2014	0.0429	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-12-17	95
NRIM	605290000.0	0.023399999999999997	0.020099999999999996	0.2192	18.30%	0.14		0.09	0.09		0.3331	0.2532	Oct 22/a	27.4	0.0033	100863.0	Northrim Bancorp, Inc	Financial	Banks - Regional	USA	9.75	0.97	0.85	0.0809	0.1746	0.2556	-0.0287	0.6940000000000001	70.22	0.0033	0.0	9.75	0.39	2.43	1.92		6.2	0.5106	0.124	0.1685	0.251	0.1243	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-12-17	95
FNV	40200000000.0	0.0072	0.1331	0.1417	13.13%	4.64	4.63	0.0	0.0	0.7199	0.6908	0.5951	Nov 03/a	208.54	-0.0024	569667.0	Franco-Nevada Corporation	Basic Materials	Gold	Canada	43.73	0.48	5.93	0.021099999999999997	0.045599999999999995	0.16670000000000001	-0.0758	0.8165	56.49	-0.0097	0.0074	28.75	0.79	26.01	5.74	169.85		0.6655	0.35700000000000004	0.09380000000000001	0.3626	0.057	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-12-17	90
AGI	15830000000.0	0.0027	0.0955	0.1427	12.52%	1.72	1.33	0.07	0.07	0.4875	0.4301	0.3346	Oct 29/a	37.64	0.0083	2009202.0	Alamos Gold Inc	Basic Materials	Gold	Canada	29.52	0.64	1.4	0.042800000000000005	0.1051	0.2884	-0.0455	1.1146	61.43	-0.0074	0.0158	14.8	0.28	9.84	3.92	31.08	67.57	0.862	0.6862	0.2311	0.5219	0.1454	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-12-17	90
AEM	84100000000.0	0.0085	0.1103	0.1567	14.48%	2.12	1.31	0.01	0.01	0.5305	0.4975	0.3262	Oct 29/a	167.51	0.0059	2314610.0	Agnico Eagle Mines Ltd	Basic Materials	Gold	Canada	24.47	0.63	5.67	-0.0009	0.0052	0.2348	-0.1066	1.178	50.62	-0.001	0.0069	15.4	0.42	7.96	3.58	35.47	23.03	0.9165000000000001	0.34159999999999996	0.1368	0.36310000000000003	0.2713	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-12-17	90
MU	253790000000.0	0.0022	0.11220000000000001	0.172	12.40%	2.52	1.79	0.27	0.28	0.4017	0.26780000000000004	0.2284	Dec 17/a	225.52	-0.0301	38070982.0	Micron Technology Inc	Technology	Semiconductors	USA	29.74	1.53	13.65	-0.0375	0.0029	0.6136	-0.1482	2.6645999999999996	45.84	-0.047	0.0178	9.12	0.2	6.79	4.67	24.61	152.15	1.3721	0.2572	0.2619	0.4618	0.1176	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-12-17	90
