Ticker	Market Cap	Dividend	ROA	ROE	ROIC	Curr R	Quick R	LTDebt/Eq	Debt/Eq	Gross M	Oper M	Profit M	Earnings	Price	Change	Volume	Company	Sector	Industry	Country	P/E	Beta	ATR	SMA20	SMA50	SMA200	52W High	52W Low	RSI	Change from Open	Gap	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS This Y	EPS Next Y	EPS Past 5Y	EPS Next 5Y	Sales Past 5Y	Price_Over_15	Market_Cap_Over_500m	Avg_Volume_Over_100k	Price_Above_SMA50	Price_Above_SMA200	Pct_Above_Low_Over_30%	Pct_Below_High_Under_20%	EPS_This_Y_Positive	EPS_Next_Y_Positive	EPS_Past_5Y_Positive	EPS_Next_5Y_Positive	Sales_Past_5Y_Positive	Run_Day	Investor_Score
KGC	29180000000.0	0.005	0.1384	0.2205	17.40%	2.74	1.35	0.16	0.16	0.41200000000000003	0.38659999999999994	0.2518	Nov 04/a	23.94	0.0008	8833102.0	Kinross Gold Corp	Basic Materials	Gold	Canada	19.28	0.61	1.14	-0.0425	0.038900000000000004	0.4876	-0.1401	1.6615	48.32	0.011000000000000001	-0.01	11.25	0.43	4.8	3.86	25.39	15.26	1.3124	0.3539	0.06280000000000001	0.44659999999999994	0.08039999999999999	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-10-26	100
FUTU	16910000000.0		0.049800000000000004	0.2643	23.71%	1.18	1.18	0.01	0.29	0.9414	0.6574	0.44270000000000004	Aug 20/b	178.38	0.0451	3147328.0	Futu Holdings Ltd ADR	Financial	Capital Markets	Hong Kong	24.7	0.48	8.88	0.061900000000000004	0.0137	0.3826	-0.1075	1.5266	57.07	0.019299999999999998	0.0253	18.05	0.84	7.37	5.85	15.12		0.6345000000000001	0.1387	0.9525	0.2924	0.6665000000000001	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-10-26	95
GIL	9010000000.0	0.0149	0.1257	0.297	14.40%	3.87	1.67	1.37	1.39	0.3081	0.2132	0.14550000000000002	Oct 29/b	60.43	-0.0053	484012.0	Gildan Activewear Inc	Consumer Cyclical	Apparel Manufacturing	Canada	19.21	1.21	1.26	0.0059	0.0567	0.19010000000000002	-0.028900000000000002	0.6262	58.68	-0.0106	0.0054	13.56	0.88	2.69	6.37	104.72	29.56	0.156	0.2854	0.1409	0.21850000000000003	0.0294	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-10-26	90
LLY	781250000000.0	0.0070999999999999995	0.1597	0.867	26.31%	1.28	1.0	1.87	2.18	0.8264	0.4213	0.2591	Oct 30/b	825.45	0.0054	2205057.0	Lilly(Eli) & Co	Healthcare	Drug Manufacturers - General	USA	54.74	0.41	20.78	0.01	0.0755	0.0483	-0.11779999999999999	0.3233	58.6	0.0126	-0.0070999999999999995	27.28	1.32	14.67	42.77	220.32	159.93	0.7312000000000001	0.3454	0.1877	0.4142	0.1508	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-10-26	90
APP	209710000000.0	0.0001	0.4241	2.403	49.65%	2.74	2.74	3.01	3.01	0.7951999999999999	0.5629	0.4371	Nov 05/a	620.0	0.051399999999999994	4089757.0	Applovin Corp	Communication Services	Advertising Agencies	USA	92.11	2.53	33.08	-0.0001	0.091	0.5523	-0.1685	2.9221	54.94	0.021400000000000002	0.029300000000000003	44.08	1.55	39.47	179.97	175.85	73.56	1.0439	0.519	0.8428	0.5931000000000001	0.3649	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-10-26	90
NVDA	4526120000000.0	0.0002	0.7665000000000001	1.0942	78.42%	4.21	3.6	0.1	0.11	0.6984999999999999	0.5809000000000001	0.5241	Nov 19/a	186.26	0.0225	130655942.0	NVIDIA Corp	Technology	Semiconductors	USA	53.01	2.11	5.41	0.0086	0.0371	0.2707	-0.0478	1.1503	55.84	0.0134	0.009000000000000001	28.75	1.46	27.39	45.29	79.7	62.84	0.513	0.4321	0.9183	0.3643	0.6424	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-10-26	90
RYAAY	32509999999.999996	0.0173	0.1143	0.2712	25.81%	0.66	0.66	0.03	0.31	0.2071	0.1474	0.1442	Nov 03/b	61.56	0.0167	464070.0	Ryanair Holdings Plc ADR	Industrials	Airlines	Ireland	14.66	1.39	1.16	0.0149	0.0126	0.14880000000000002	-0.0837	0.5981000000000001	55.54	0.0079	0.0088	11.32	0.66	2.02	3.76	6.33	14.31	0.4559	0.1406	0.1941	0.2217	0.0967	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-10-26	90
MU	245840000000.0	0.0024	0.11220000000000001	0.172	12.40%	2.52	1.79	0.27	0.28	0.4006	0.2667	0.2284	Sep 23/a	219.02	0.0596	25730518.0	Micron Technology Inc	Technology	Semiconductors	USA	28.89	1.59	9.56	0.1401	0.3735	0.9148999999999999	0.0199	2.559	72.17	0.032	0.026699999999999998	11.26	0.91	6.58	4.54	23.84	147.39	1.024	0.1593	0.2619	0.3191	0.1176	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-10-26	90
ENVA	3120000000.0		0.0536	0.23809999999999998	5.60%	12.49	12.49	3.08	3.22		0.2327	0.0964	Oct 23/a	124.7	0.09359999999999999	522788.0	Enova International Inc	Financial	Credit Services	USA	11.46	1.48	4.4	0.1165	0.0779	0.187	-0.0432	0.5704	66.21	0.0508	0.0407	8.6	0.48	1.03	2.42	8.74	1.83	0.38380000000000003	0.1454	0.47479999999999994	0.2407	0.17739999999999997	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-10-26	85
AEM	82060000000.0	0.0089	0.0971	0.1392	12.76%	2.03	1.16	0.03	0.03	0.4964	0.4623	0.3063	Oct 29/a	163.35	-0.008	2238718.0	Agnico Eagle Mines Ltd	Basic Materials	Gold	Canada	27.77	0.45	6.32	-0.0365	0.042	0.3358	-0.1288	1.1731	48.19	0.013300000000000001	-0.021	16.54	0.99	8.49	3.64	52.29	26.76	0.8195	0.2832	0.1368	0.2792	0.2713	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-10-26	85
APH	163380000000.0	0.0053	0.1635	0.3478	19.45%	2.07	1.52	0.57	0.64	0.3594	0.2464	0.1822	Oct 22/b	133.82	-0.011000000000000001	9061497.0	Amphenol Corp	Technology	Electronic Components	USA	44.61	1.2	4.09	0.0654	0.1213	0.4728	-0.019799999999999998	1.3706	65.8	-0.0246	0.0139	35.18	1.44	7.79	13.08	42.02	45.93	0.6994	0.1841	0.1539	0.3099	0.131	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-10-26	85
CPA	5200000000.0	0.0513	0.11199999999999999	0.266	14.73%	1.04	0.93	0.69	0.8	0.3182	0.2212	0.18359999999999999	Nov 19/a	126.3	0.0077	125575.0	Copa Holdings S.A	Industrials	Airlines	Panama	8.18	1.28	3.19	0.0233	0.055	0.2091	-0.0285	0.5302	59.5	0.0034999999999999996	0.0040999999999999995	7.01	0.75	1.5	2.03	5.2		0.12050000000000001	0.1045	0.20379999999999998	0.109	0.049400000000000006	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-10-26	85
PFSI	6860000000.0	0.009000000000000001	0.0207	0.1255	4.51%	0.05	0.09	1.63	4.61	0.9028	0.3496	0.1225	Oct 21/a	132.67	0.032	618506.0	PennyMac Financial Services Inc	Financial	Mortgage Finance	USA	14.29	1.56	4.09	0.0916	0.1201	0.27149999999999996	-0.013999999999999999	0.5474	69.81	0.020499999999999997	0.0113	9.04	0.32	1.68	1.64	10.03		0.7284	0.4534	0.036000000000000004	0.4474	0.1208	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-10-26	85
AVGO	1672330000000.0	0.0066	0.1128	0.2708	13.91%	1.5	1.37	0.86	0.88	0.6313	0.3933	0.3159	Sep 04/a	354.13	0.0286	16112099.0	Broadcom Inc	Technology	Semiconductors	USA	90.47	1.2	12.99	0.0353	0.0678	0.3874	-0.0537	1.5643	57.7	0.0045000000000000005	0.024	38.0	2.56	27.91	22.82	156.03	67.08	0.38630000000000003	0.38049999999999995	0.1391	0.3529	0.1794	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-10-26	80
CWK	3950000000.0		0.0276	0.1162	4.14%	1.13	1.13	1.61	1.7	0.1746	0.0452	0.021099999999999997	Oct 30/b	17.08	0.0167	3694234.0	Cushman & Wakefield plc	Real Estate	Real Estate Services	United Kingdom	19.4	1.56	0.46	0.083	0.0766	0.3818	0.0023	1.2356	68.62	0.004699999999999999	0.011899999999999999	11.71	0.64	0.41	2.08	6.12	41.06	0.5735	0.2003	2.6258	0.3023	0.0154	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-10-26	80
CRS	15650000000.0	0.0026	0.1242	0.2316	15.86%	4.44	2.37	0.36	0.37	0.2808	0.1954	0.1429	Oct 23/b	314.21	0.0464	1875488.0	Carpenter Technology Corp	Industrials	Metal Fabrication	USA	38.44	1.45	12.83	0.2455	0.2763	0.3876	0.021099999999999997	1.2669	78.27	0.034300000000000004	0.0118	27.2	1.62	5.41	8.18	75.26	58.11	0.3099	0.179	2.1797999999999997	0.2373	0.057	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-10-26	80
CLS	34119999999.999996		0.0889	0.3028	19.82%	1.44	0.86	0.55	0.58	0.11380000000000001	0.08310000000000001	0.0509	Oct 27/a	296.62	0.049100000000000005	2856658.0	Celestica, Inc	Technology	Electronic Components	Canada	64.43	1.83	16.33	0.1444	0.2447	0.9668000000000001	-0.0008	4.1097	67.09	0.0089	0.039900000000000005	41.28	1.98	3.22	19.4	108.73	88.68	0.4421	0.2842	0.46520000000000006	0.3246	0.1038	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-10-26	80
ATAT	4520000000.0	0.0172	0.17670000000000002	0.46299999999999997	29.59%	2.1	2.05	0.41	0.52	0.4329	0.21230000000000002	0.1654	Aug 26/b	39.8	0.011200000000000002	1744728.0	Atour Lifestyle Holdings Ltd ADR	Consumer Cyclical	Lodging	China	29.0	0.79	1.19	0.0786	0.058600000000000006	0.2493	-0.0146	0.8512000000000001	66.94	0.0063	0.0048	19.21	1.16	3.91	11.95	6.23	19.1	0.2656	0.2622	1.4031	0.2498	0.34740000000000004	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-10-26	80
STRL	11530000000.0		0.1382	0.36719999999999997	23.92%	1.42	1.42	0.35	0.39	0.2137	0.1478	0.1333	Nov 03/a	379.08	0.07150000000000001	539266.0	Sterling Infrastructure Inc	Industrials	Engineering & Construction	USA	41.22	1.38	21.13	0.0712	0.16649999999999998	0.7572	0.0062	2.9348	60.37	0.0252	0.0451	34.27	1.49	5.39	13.08	16.49	26.54	0.5492	0.17059999999999997	0.41229999999999994	0.2762	0.1344	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-10-26	80
MPWR	51480000000.0	0.0058	0.5623	0.665	54.46%	5.0	3.72	0.0	0.01	0.5531	0.25980000000000003	0.7317	Oct 30/a	1074.91	0.0038	378506.0	Monolithic Power System Inc	Technology	Semiconductors	USA	27.99	1.32	38.94	0.0998	0.18460000000000001	0.488	-0.001	1.4493	66.71	-0.0103	0.0143	52.69	1.4	20.24	15.13	44.92	72.89	0.24	0.165	0.7275	0.1999	0.2858	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-10-26	80
