Ticker	Market Cap	Dividend	ROA	ROE	ROIC	Curr R	Quick R	LTDebt/Eq	Debt/Eq	Gross M	Oper M	Profit M	Earnings	Price	Change	Volume	Company	Sector	Industry	Country	P/E	Beta	ATR	SMA20	SMA50	SMA200	52W High	52W Low	RSI	Change from Open	Gap	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS This Y	EPS Next Y	EPS Past 5Y	EPS Next 5Y	Sales Past 5Y	Price_Over_15	Market_Cap_Over_500m	Avg_Volume_Over_100k	Price_Above_SMA50	Price_Above_SMA200	Pct_Above_Low_Over_30%	Pct_Below_High_Under_20%	EPS_This_Y_Positive	EPS_Next_Y_Positive	EPS_Past_5Y_Positive	EPS_Next_5Y_Positive	Sales_Past_5Y_Positive	Run_Day	Investor_Score
EXEL	11350000000.0		0.23440000000000003	0.3056	29.01%	3.75	3.68	0.08	0.08	0.9662999999999999	0.35850000000000004	0.2963	Nov 04/a	42.31	-0.0079	1459861.0	Exelixis Inc	Healthcare	Biotechnology	USA	17.81	0.37	1.44	0.0433	0.0647	0.0757	-0.1472	0.3265	59.03	-0.0132	0.0054	13.1	0.53	4.96	5.25	11.48	14.55	0.6452	0.11539999999999999	0.1155	0.3357	0.1751	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-11-19	100
KGC	30900000000.0	0.0049	0.1537	0.2409	19.09%	2.83	1.68	0.16	0.16	0.4301	0.4007	0.273	Nov 04/a	25.53	0.0069	6360331.0	Kinross Gold Corp	Basic Materials	Gold	Canada	17.82	0.72	1.06	0.0518	0.048	0.47479999999999994	-0.0828	1.8388	56.67	-0.011000000000000001	0.0181	11.2	0.35	4.79	3.88	17.8	14.12	1.4295	0.3804	0.06280000000000001	0.515	0.08039999999999999	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-11-19	100
NRIM	507430000.0	0.0279	0.020099999999999996	0.2192	18.30%	0.14		0.09	0.09		0.3331	0.2532	Oct 22/a	22.97	0.0075	55675.0	Northrim Bancorp, Inc	Financial	Banks - Regional	USA	8.18	0.98	0.63	0.0127	0.0398	0.0729	-0.08310000000000001	0.4201	56.14	0.0048	0.0026	8.17	0.33	2.04	1.61		5.2	0.5106	0.124	0.1685	0.251	0.1243	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-11-19	95
LLY	992700000000.0	0.005600000000000001	0.19329999999999997	0.9682	28.47%	1.55	1.24	1.72	1.79	0.8303	0.44409999999999994	0.3099	Oct 30/b	1050.05	0.0194	2620220.0	Lilly(Eli) & Co	Healthcare	Drug Manufacturers - General	USA	51.93	0.32	29.42	0.1335	0.2438	0.3103	0.009000000000000001	0.6834	84.28	0.019299999999999998	0.0001	32.73	1.19	16.71	41.74	100.14	107.07	0.821	0.3563	0.1877	0.4371	0.1508	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-11-19	90
MU	254780000000.0	0.0023	0.11220000000000001	0.172	12.40%	2.52	1.79	0.27	0.28	0.4006	0.2667	0.2284	Sep 23/a	226.98	-0.0066	28902943.0	Micron Technology Inc	Technology	Semiconductors	USA	29.94	1.53	14.3	-0.019299999999999998	0.13849999999999998	0.7931	-0.12890000000000001	2.6883999999999997	52.73	-0.0001	-0.006500000000000001	11.06	0.81	6.82	4.7	24.71	152.75	1.0686	0.19690000000000002	0.2619	0.3709	0.1176	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-11-19	90
AGI	14250000000.0	0.003	0.0955	0.1427	12.52%	1.72	1.33	0.07	0.07	0.4875	0.4301	0.3346	Oct 29/a	33.89	0.002	1865902.0	Alamos Gold Inc	Basic Materials	Gold	Canada	26.58	0.61	1.41	0.0601	0.0269	0.21280000000000002	-0.0973	0.9037000000000001	57.34	-0.0132	0.0154	14.04	0.54	8.85	3.53	27.97	60.8	0.8291	0.6291	0.2311	0.4947	0.1454	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-11-19	90
AEM	84280000000.0	0.0085	0.1103	0.1567	14.48%	2.12	1.31	0.01	0.01	0.5305	0.4975	0.3262	Oct 29/a	167.76	0.0077	1277962.0	Agnico Eagle Mines Ltd	Basic Materials	Gold	Canada	24.5	0.62	6.1	0.027999999999999997	0.0213	0.3004	-0.10529999999999999	1.1813	53.7	-0.0087	0.0165	16.54	0.76	7.97	3.58	35.55	23.08	0.8565	0.2915	0.1368	0.32439999999999997	0.2713	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-11-19	90
RYAAY	32659999999.999996	0.0168	0.1466	0.2867	25.45%	0.71	0.71	0.03	0.16	0.22329999999999997	0.16760000000000003	0.1628	Nov 03/b	61.86	0.0053	1458807.0	Ryanair Holdings Plc ADR	Industrials	Airlines	Ireland	12.04	1.26	1.35	-0.0159	0.0187	0.1199	-0.07919999999999999	0.6058	46.93	-0.0271	0.0333	11.29	0.55	1.93	3.1	9.29	13.32	0.4549	0.1499	0.1941	0.21989999999999998	0.0967	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-11-19	90
FIX	32900000000.0	0.0021	0.16440000000000002	0.4384	31.94%	1.22	1.2	0.17	0.19	0.2278	0.1336	0.10060000000000001	Oct 23/a	932.76	0.0128	250877.0	Comfort Systems USA, Inc	Industrials	Engineering & Construction	USA	39.5	1.65	45.16	-0.0192	0.0758	0.5993999999999999	-0.0858	2.3742	53.36	0.0032	0.0095	30.3	1.15	3.95	14.73	37.33	41.19	0.7975	0.1732	0.3652	0.3436	0.2186	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-11-19	85
PFSI	6480000000.0	0.0096	0.0207	0.1255	4.79%	0.1	0.1	1.47	3.34	0.8844	0.33520000000000005	0.11900000000000001	Oct 21/a	124.63	-0.0024	104513.0	PennyMac Financial Services Inc	Financial	Mortgage Finance	USA	13.42	1.57	3.18	-0.020499999999999997	0.0043	0.17370000000000002	-0.0738	0.4536	48.53	-0.0016	-0.0008	8.32	0.3	1.55	1.54	9.47		0.8764	0.3666	0.036000000000000004	0.4474	0.1208	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2025-11-19	85
